# ATP-5 SD Integrity Test
timestamp_ms,ax,ay,az_raw,az_filt,gx,gy,gz
1365,-0.2130,0.0048,9.6885,5.2346,0.0003,0.0267,0.0296
1375,-0.2321,0.0287,9.6503,5.1704,-0.0049,0.0250,0.0301
1385,-0.2512,0.0215,9.6239,5.1183,-0.0026,0.0243,0.0318
1395,-0.2489,0.0646,9.6503,5.1189,0.0011,0.0250,0.0292
1405,-0.2441,0.0191,9.6622,5.1052,-0.0055,0.0286,0.0312
1415,-0.2417,0.0072,9.5904,5.0083,-0.0044,0.0263,0.0270
1425,-0.2106,0.0335,9.6024,4.9952,-0.0008,0.0241,0.0304
1435,-0.2082,0.0144,9.6598,5.0273,-0.0018,0.0258,0.0258
1445,-0.2608,0.0263,9.6574,4.9998,0.0003,0.0231,0.0290
1455,-0.2321,0.0096,9.6239,4.9415,-0.0044,0.0260,0.0283
1465,-0.2680,0.0622,9.6646,4.9572,-0.0020,0.0238,0.0272
1475,-0.2130,0.0144,9.6574,4.9253,0.0011,0.0279,0.0296
1485,-0.2369,0.0024,9.6670,4.9102,-0.0038,0.0307,0.0312
1495,-0.2273,0.0024,9.6191,4.8380,-0.0047,0.0218,0.0321
1505,-0.2106,0.0191,9.6598,4.8543,0.0023,0.0206,0.0315
1515,-0.2082,0.0574,9.6574,4.8277,-0.0037,0.0258,0.0261
1525,-0.2465,0.0120,9.6503,4.7964,-0.0049,0.0240,0.0307
1535,-0.2393,-0.6102,9.6694,4.7915,-0.0003,0.0263,0.0286
1545,-0.2273,0.0072,9.6503,4.7484,-0.0008,0.0232,0.0304
1555,-0.2249,0.0215,9.6431,4.7176,-0.0052,0.0237,0.0287
1565,-0.2249,0.0311,9.6646,4.7154,0.0009,0.0264,0.0299
1575,-0.2441,0.0120,9.6455,4.6728,0.0006,0.0218,0.0293
1585,-0.2130,0.0215,9.6622,4.6661,-0.0012,0.0224,0.0339
1595,-0.2345,0.0120,9.7149,4.6951,-0.0018,0.0250,0.0284
1605,-0.2441,0.0191,9.6526,4.6098,0.0012,0.0247,0.0307
1615,-0.2489,0.0287,9.6598,4.5938,-0.0026,0.0249,0.0305
1625,-0.2321,0.0311,9.6168,4.5280,-0.0037,0.0275,0.0295
1635,-0.2106,0.0000,9.6718,4.5601,-0.0024,0.0221,0.0290
1645,-0.2225,0.0646,9.7268,4.5921,-0.0027,0.0260,0.0290
1655,-0.2249,0.0431,9.6455,4.4882,-0.0044,0.0272,0.0284
1665,-0.1795,0.0550,9.6574,4.4777,-0.0049,0.0243,0.0324
1675,-0.2249,0.0191,9.6838,4.4815,-0.0002,0.0261,0.0321
1685,-0.2417,0.0120,9.6526,4.4281,0.0014,0.0258,0.0298
1695,-0.2728,0.0120,9.6646,4.4179,-0.0029,0.0260,0.0305
1705,-0.2632,0.0335,9.7077,4.4386,-0.0027,0.0284,0.0301
1715,-0.2489,0.0215,9.6622,4.3712,0.0018,0.0234,0.0296
1725,-0.2369,0.0144,9.6670,4.3541,-0.0026,0.0238,0.0304
1735,-0.2441,0.0311,9.6574,4.3228,-0.0034,0.0250,0.0313
1745,-0.2154,0.0502,9.6479,4.2917,0.0005,0.0276,0.0331
1755,-0.2225,-0.5934,9.6933,4.3154,0.0015,0.0246,0.0284
1765,-0.2369,0.0191,9.6694,4.2701,-0.0014,0.0263,0.0279
1775,-0.2201,0.0455,9.6981,4.2773,-0.0043,0.0267,0.0272
1785,-0.2201,0.0144,9.6694,4.2273,-0.0037,0.0255,0.0281
1795,-0.2249,0.0335,9.6861,4.2229,0.0023,0.0237,0.0307
1805,-0.2584,0.0215,9.6335,4.1494,-0.0015,0.0254,0.0292
1815,-0.2321,0.0479,9.6742,4.1691,-0.0021,0.0235,0.0322
1825,-0.2130,0.0287,9.6885,4.1625,-0.0027,0.0281,0.0315
1835,-0.1866,0.0526,9.6622,4.1155,-0.0020,0.0228,0.0289
1845,-0.2321,0.0167,9.6670,4.0997,-0.0029,0.0292,0.0307
1855,-0.2201,0.0311,9.6407,4.0530,0.0023,0.0283,0.0292
1865,-0.2082,0.0311,9.6981,4.0899,-0.0005,0.0257,0.0302
1875,-0.2297,0.0239,9.6885,4.0599,-0.0021,0.0267,0.0327
1885,-0.2058,0.0239,9.6694,4.0206,-0.0006,0.0278,0.0290
1895,-0.2321,0.0215,9.6550,3.9862,-0.0040,0.0237,0.0302
1905,-0.2082,0.0239,9.6407,3.9520,0.0002,0.0278,0.0322
1915,-0.2512,0.0311,9.6766,3.9679,-0.0043,0.0273,0.0279
1925,-0.2297,0.0072,9.6766,3.9481,0.0008,0.0229,0.0307
1935,-0.2177,0.0502,9.7220,3.9736,-0.0014,0.0266,0.0298
1945,-0.2321,0.0191,9.6909,3.9228,0.0012,0.0255,0.0307
1955,-0.2632,0.0215,9.6790,3.8912,-0.0017,0.0272,0.0270
1965,-0.2249,0.0096,9.6790,3.8718,-0.0032,0.0270,0.0293
1975,-0.2512,0.0311,9.6790,3.8524,0.0003,0.0246,0.0279
1985,-0.2584,0.0239,9.6479,3.8022,-0.0023,0.0267,0.0318
1995,-0.2297,0.0072,9.6455,3.7808,0.0008,0.0255,0.0315
2005,-0.2010,0.0335,9.6479,3.7643,-0.0002,0.0278,0.0269
2015,-0.2417,0.0359,9.7531,3.8502,-0.0034,0.0260,0.0273
2025,-0.2225,0.0096,9.7531,3.8310,-0.0008,0.0257,0.0279
2035,-0.2608,0.0311,9.6574,3.7166,-0.0035,0.0272,0.0305
2045,-0.2225,0.0694,9.6694,3.7099,-0.0037,0.0237,0.0313
2055,-0.2489,0.0311,9.6646,3.6866,0.0015,0.0244,0.0279
2065,-0.2441,0.0311,9.6838,3.6872,-0.0018,0.0252,0.0307
2075,-0.2225,0.0263,9.7029,3.6878,-0.0002,0.0220,0.0308
2085,-0.2297,0.0191,9.6455,3.6123,0.0020,0.0270,0.0276
2095,-0.2441,0.0167,9.6574,3.6061,-0.0009,0.0252,0.0278
2105,-0.2704,0.0526,9.6838,3.6143,-0.0058,0.0283,0.0302
2115,-0.2393,0.0431,9.7005,3.6129,0.0006,0.0232,0.0299
2205,-0.2752,0.0263,9.6718,3.5662,-0.0032,0.0257,0.0279
2215,-0.1986,0.0048,9.6431,3.5198,-0.0005,0.0238,0.0264
2225,-0.2345,0.0359,9.6335,3.4927,0.0035,0.0252,0.0287
2235,-0.2177,0.0383,9.6479,3.4895,-0.0047,0.0267,0.0278
2245,-0.2273,0.0167,9.7388,3.5625,-0.0015,0.0261,0.0295
2255,-0.2608,0.0144,9.6838,3.4900,0.0023,0.0272,0.0299
2265,-0.2297,0.0144,9.6622,3.4511,-0.0018,0.0237,0.0305
2275,-0.2345,0.0239,9.6718,3.4434,-0.0002,0.0214,0.0295
2285,-0.2034,0.0359,9.6838,3.4380,-0.0006,0.0249,0.0295
2295,-0.2130,0.0191,9.7125,3.4494,-0.0032,0.0260,0.0322
2305,-0.2249,0.0239,9.7125,3.4322,0.0002,0.0254,0.0284
2315,-0.2273,0.0215,9.6885,3.3912,-0.0038,0.0257,0.0293
2325,-0.2441,0.0598,9.6981,3.3838,-0.0009,0.0276,0.0267
2335,-0.2465,0.0311,9.6790,3.3478,0.0003,0.0250,0.0313
2345,-0.2249,0.0263,9.6885,3.3406,-0.0008,0.0249,0.0304
2355,-0.2345,0.0407,9.6550,3.2906,-0.0043,0.0205,0.0283
2365,-0.2345,0.0167,9.6383,3.2574,-0.0029,0.0249,0.0298
2375,-0.2273,0.0335,9.6718,3.2745,0.0003,0.0284,0.0273
2385,-0.2345,0.0598,9.6885,3.2748,-0.0005,0.0275,0.0293
2395,-0.1819,0.0455,9.7077,3.2775,-0.0043,0.0286,0.0308
2405,-0.2273,0.0191,9.6766,3.2301,0.0015,0.0263,0.0328
2415,-0.1962,0.0144,9.7077,3.2449,-0.0002,0.0243,0.0281
2425,-0.2273,0.0311,9.7340,3.2549,-0.0032,0.0270,0.0304
2435,-0.2656,0.0239,9.6790,3.1838,-0.0008,0.0243,0.0296
2445,-0.1962,0.0072,9.7125,3.2013,-0.0037,0.0240,0.0305
2455,-0.1962,0.0455,9.6790,3.1519,0.0011,0.0243,0.0276
2465,-0.2345,0.0263,9.6766,3.1338,-0.0006,0.0275,0.0276
2475,-0.2321,0.0359,9.6861,3.1276,-0.0047,0.0270,0.0298
2485,-0.2321,0.0550,9.6957,3.1215,0.0017,0.0270,0.0269
2495,-0.2225,0.0311,9.7149,3.1250,-0.0014,0.0287,0.0292
2505,-0.2393,0.0144,9.6598,3.0546,-0.0003,0.0246,0.0313
2515,-0.2201,0.0407,9.7316,3.1107,0.0368,0.0243,0.0301
2525,-0.2536,0.0120,9.7101,3.0737,0.0018,0.0229,0.0313
2535,-0.2106,0.0144,9.6718,3.0203,-0.0002,0.0235,0.0289
2545,-0.2154,0.0311,9.7244,3.0576,0.0000,0.0243,0.0292
2555,-0.2321,0.0431,9.7173,3.0351,-0.0014,0.0283,0.0281
2565,-0.2130,0.0024,9.6694,2.9723,0.0035,0.0278,0.0313
2575,-0.2465,0.0335,9.6790,2.9670,-0.0008,0.0281,0.0278
2585,-0.2512,0.0120,9.6957,2.9688,-0.0021,0.0255,0.0295
2595,-0.2273,0.0072,9.6957,2.9540,0.0003,0.0270,0.0296
2605,-0.2489,0.0455,9.7268,2.9702,-0.0031,0.0272,0.0292
2615,-0.2465,0.0502,9.7005,2.9291,-0.0017,0.0263,0.0293
2625,-0.2369,0.0072,9.7077,2.9216,-0.0021,0.0237,0.0283
2635,-0.2465,0.0479,9.6622,2.8618,-0.0023,0.0272,0.0301
2645,-0.2130,0.0383,9.7268,2.9118,0.0011,0.0260,0.0338
2655,-0.2489,0.0311,9.6742,2.8448,-0.0032,0.0243,0.0330
2665,-0.1914,0.0215,9.7244,2.8806,-0.0014,0.0238,0.0298
2675,-0.2249,0.0215,9.7244,2.8662,-0.0021,0.0238,0.0292
2685,-0.2321,0.0502,9.6766,2.8042,0.0000,0.0244,0.0290
2695,-0.2034,0.0263,9.6814,2.7950,0.0029,0.0264,0.0327
2705,-0.2297,0.0239,9.6885,2.7881,-0.0021,0.0260,0.0267
2715,-0.2369,0.0191,9.6479,2.7337,0.0005,0.0232,0.0286
2725,-0.2345,0.0479,9.6742,2.7463,0.0021,0.0273,0.0304
2735,-0.2106,-0.0072,9.7340,2.7920,0.0006,0.0295,0.0313
2745,-0.2201,0.0072,9.7077,2.7519,0.0018,0.0261,0.0324
2755,-0.2704,0.0861,9.6694,2.7000,-0.0037,0.0232,0.0310
2765,-0.2656,0.0455,9.6694,2.6865,-0.0008,0.0238,0.0338
2775,-0.2130,0.0407,9.6646,2.6683,0.0015,0.0254,0.0304
2785,-0.2417,0.0072,9.6742,2.6645,-0.0017,0.0261,0.0307
2795,-0.2297,0.0502,9.7388,2.7155,-0.0057,0.0276,0.0307
2805,-0.2441,0.0287,9.6718,2.6352,0.0003,0.0295,0.0272
2815,-0.2249,0.0550,9.7053,2.6554,0.0005,0.0270,0.0295
2825,-0.2201,0.0024,9.7412,2.6778,-0.0029,0.0269,0.0283
2835,-0.2441,-0.0120,9.7101,2.6335,-0.0008,0.0240,0.0321
2845,-0.2441,0.0407,9.6861,2.5965,-0.0005,0.0283,0.0333
2855,-0.2465,0.0574,9.7292,2.6264,0.0005,0.0237,0.0304
2865,-0.2512,0.0431,9.7149,2.5990,-0.0005,0.0258,0.0302
2875,-0.2465,0.0120,9.7101,2.5812,0.0008,0.0273,0.0295
2885,-0.2465,0.0048,9.6957,2.5540,-0.0006,0.0260,0.0310
2895,-0.2321,0.0239,9.6861,2.5317,-0.0049,0.0238,0.0318
2905,-0.2417,0.0479,9.7053,2.5381,-0.0014,0.0267,0.0301
2915,-0.2393,0.0718,9.6694,2.4897,-0.0027,0.0241,0.0287
2925,-0.2106,-0.0024,9.6718,2.4797,0.0005,0.0223,0.0315
2935,-0.2321,0.0167,9.6766,2.4720,0.0021,0.0234,0.0292
2945,-0.2345,0.0191,9.7268,2.5097,-0.0021,0.0244,0.0292
2955,-0.2560,0.0287,9.6526,2.4233,-0.0014,0.0283,0.0302
2965,-0.2393,0.0455,9.7101,2.4683,-0.0024,0.0276,0.0310
2975,-0.2249,0.0144,9.7699,2.5155,-0.0015,0.0250,0.0304
2985,-0.2321,0.0096,9.6861,2.4196,-0.0011,0.0220,0.0324
2995,-0.1938,0.0383,9.7149,2.4361,0.0026,0.0278,0.0305
3005,-0.2154,0.0694,9.7077,2.4167,-0.0029,0.0238,0.0278
3015,-0.2656,0.0407,9.6766,2.3737,-0.0011,0.0270,0.0302
3025,-0.2106,0.0096,9.6838,2.3690,0.0003,0.0290,0.0284
3035,-0.2489,0.0000,9.6670,2.3405,0.0003,0.0228,0.0327
3045,-0.2201,0.0215,9.6933,2.3550,-0.0038,0.0243,0.0296
3055,-0.2369,0.0431,9.7173,2.3670,0.0002,0.0260,0.0310
3065,-0.2800,0.0096,9.7029,2.3409,-0.0020,0.0273,0.0312
3075,-0.2345,0.0311,9.7077,2.3339,0.0021,0.0260,0.0307
3085,-0.2273,0.0167,9.6718,2.2865,0.0024,0.0267,0.0307
3095,-0.2536,0.0072,9.7316,2.3346,-0.0044,0.0246,0.0283
3105,-0.2273,0.0407,9.6838,2.2753,0.0011,0.0261,0.0286
3115,-0.2704,0.0335,9.7149,2.2949,0.0011,0.0255,0.0315
3125,-0.2369,0.0215,9.7125,2.2811,0.0008,0.0255,0.0299
3135,-0.1938,0.0263,9.6933,2.2506,-0.0027,0.0247,0.0275
3145,-0.2345,0.0072,9.6383,2.1846,-0.0041,0.0267,0.0316
3155,-0.2584,0.0096,9.7005,2.2356,-0.0040,0.0299,0.0283
3165,-0.2512,0.0646,9.7436,2.2673,-0.0012,0.0267,0.0319
3175,-0.2154,0.0048,9.6263,2.1393,0.0018,0.0287,0.0318
3185,-0.2297,0.0215,9.5521,2.0548,-0.0020,0.0266,0.0298
3195,-0.2082,0.0000,9.6526,2.1445,0.0023,0.0249,0.0328
3286,-0.2489,0.0048,9.7125,2.1933,0.0014,0.0260,0.0287
3296,-0.2321,0.0287,9.6455,2.1156,-0.0012,0.0275,0.0293
3306,-0.2249,0.0239,9.6215,2.0813,0.0015,0.0281,0.0325
3316,-0.2417,0.0239,9.6838,2.1328,-0.0012,0.0258,0.0312
3326,-0.2536,0.0215,9.6670,2.1054,0.0011,0.0279,0.0272
3336,-0.2489,-0.0096,9.6407,2.0687,0.0000,0.0263,0.0301
3346,-0.2130,0.0239,9.6550,2.0727,-0.0034,0.0231,0.0299
3356,-0.2058,0.0335,9.7292,2.1361,-0.0037,0.0254,0.0299
3366,-0.2345,0.0072,9.7101,2.1064,-0.0003,0.0276,0.0278
3376,-0.2560,0.0167,9.6598,2.0458,0.0003,0.0266,0.0304
3386,-0.2201,0.0215,9.6933,2.0689,-0.0032,0.0264,0.0310
3396,-0.2201,0.0431,9.7364,2.1015,-0.0009,0.0263,0.0279
3406,-0.2154,0.0239,9.7053,2.0600,-0.0032,0.0254,0.0302
3416,-0.2465,0.0335,9.7149,2.0592,-0.0023,0.0275,0.0298
3426,-0.2369,0.0215,9.6885,2.0227,-0.0023,0.0286,0.0276
3436,-0.2608,0.0215,9.7268,2.0507,-0.0018,0.0264,0.0278
3446,-0.2441,0.0239,9.6814,1.9952,0.0002,0.0263,0.0283
3456,-0.2752,0.0191,9.7244,2.0281,-0.0006,0.0267,0.0264
3466,-0.2154,0.0096,9.7220,2.0156,-0.0002,0.0254,0.0304
3476,-0.2273,0.0742,9.7292,2.0126,0.0027,0.0308,0.0342
3486,-0.2273,0.0120,9.7173,1.9907,-0.0021,0.0246,0.0273
3496,-0.2177,0.0431,9.6742,1.9379,-0.0023,0.0232,0.0295
3506,-0.2249,0.0431,9.6694,1.9234,0.0005,0.0257,0.0290
3516,-0.2201,0.0048,9.6694,1.9138,-0.0003,0.0281,0.0325
3526,-0.2034,0.0359,9.7053,1.9399,-0.0011,0.0267,0.0350
3536,-0.2273,0.0215,9.7220,1.9469,-0.0029,0.0270,0.0270
3546,-0.2584,0.0407,9.7053,1.9205,0.0002,0.0258,0.0318
3556,-0.2106,0.0144,9.6742,1.8800,-0.0043,0.0237,0.0299
3566,-0.1914,0.0383,9.7077,1.9039,-0.0005,0.0229,0.0333
3576,-0.2584,0.0239,9.6957,1.8825,-0.0011,0.0264,0.0295
3586,-0.2512,0.0335,9.7196,1.8969,-0.0015,0.0252,0.0325
3596,-0.2034,0.0383,9.7436,1.9112,-0.0031,0.0278,0.0308
3606,-0.2369,0.0120,9.6981,1.8564,0.0003,0.0241,0.0312
3616,-0.2752,0.0479,9.7220,1.8709,-0.0002,0.0243,0.0307
3626,-0.2177,0.0287,9.7101,1.8497,0.0009,0.0254,0.0316
3636,-0.2345,0.0335,9.6957,1.8261,0.0003,0.0241,0.0315
3646,-0.2393,0.0144,9.7029,1.8241,0.0017,0.0284,0.0286
3656,-0.2297,0.0191,9.6838,1.7960,0.0000,0.0284,0.0305
3666,-0.2369,0.0048,9.7149,1.8179,-0.0008,0.0232,0.0334
3676,-0.2249,0.0479,9.7196,1.8136,-0.0032,0.0260,0.0281
3686,-0.2297,0.0000,9.6766,1.7617,0.0021,0.0270,0.0316
3696,-0.2465,0.0048,9.7196,1.7957,0.0027,0.0263,0.0299
3706,-0.2130,0.0383,9.7005,1.7677,0.0032,0.0276,0.0269
3716,-0.2130,0.0359,9.7316,1.7898,0.0008,0.0290,0.0316
3726,-0.2560,0.0048,9.7531,1.8023,-0.0014,0.0258,0.0301
3736,-0.2393,0.0383,9.6933,1.7338,-0.0012,0.0276,0.0289
3746,-0.2273,0.0431,9.7053,1.7370,-0.0020,0.0269,0.0298
3756,-0.2393,0.0000,9.6909,1.7140,-0.0012,0.0283,0.0301
3766,-0.2393,0.0096,9.7101,1.7245,0.0017,0.0218,0.0327
3776,-0.2321,0.0383,9.6742,1.6802,0.0009,0.0261,0.0304
3786,-0.2465,0.0144,9.6503,1.6480,-0.0006,0.0197,0.0312
