# ATP-2 IMU Static Accuracy
phase,sample,az_raw,az_filt,timestamp_ms
STATIC,472,9.7316,0.0067,114873
STATIC,473,9.7436,0.0185,114900
STATIC,474,9.7508,0.0256,114929
STATIC,475,9.7220,-0.0031,114956
STATIC,476,9.6694,-0.0555,114985
STATIC,477,9.7292,0.0043,115012
STATIC,478,9.7579,0.0329,115041
STATIC,479,9.6670,-0.0578,115068
STATIC,480,9.6981,-0.0265,115097
STATIC,481,9.7173,-0.0073,115124
STATIC,482,9.7364,0.0117,115153
STATIC,483,9.7364,0.0117,115184
STATIC,484,9.7699,0.0450,115212
STATIC,485,9.7460,0.0209,115240
STATIC,486,9.7579,0.0327,115268
STATIC,487,9.7173,-0.0079,115296
STATIC,488,9.7268,0.0017,115324
STATIC,489,9.6861,-0.0388,115352
STATIC,490,9.6933,-0.0315,115380
STATIC,491,9.7149,-0.0099,115408
STATIC,492,9.7149,-0.0099,115436
STATIC,493,9.7340,0.0092,115464
STATIC,494,9.7292,0.0044,115492
STATIC,495,9.7053,-0.0194,115520
STATIC,496,9.7316,0.0069,115548
STATIC,497,9.7077,-0.0170,115575
STATIC,498,9.7149,-0.0097,115607
STATIC,499,9.7460,0.0213,115636
STATIC,500,9.6742,-0.0503,115663
STATIC,501,9.7723,0.0476,115692
STATIC,502,9.7101,-0.0145,115719
STATIC,503,9.7388,0.0141,115748
STATIC,504,9.6718,-0.0526,115775
STATIC,505,9.6933,-0.0309,115804
STATIC,506,9.7436,0.0192,115830
STATIC,507,9.7053,-0.0190,115860
STATIC,508,9.7866,0.0621,115886
STATIC,509,9.7053,-0.0192,115916
STATIC,510,9.7101,-0.0143,115942
STATIC,511,9.7125,-0.0119,115971
STATIC,512,9.7005,-0.0237,115998
STATIC,513,9.7340,0.0097,116027
STATIC,514,9.7053,-0.0189,116059
STATIC,515,9.7675,0.0431,116087
STATIC,516,9.7508,0.0262,116115
STATIC,517,9.7316,0.0070,116143
STATIC,518,9.7149,-0.0097,116171
STATIC,519,9.7268,0.0023,116199
STATIC,520,9.7077,-0.0168,116226
STATIC,521,9.7101,-0.0143,116254
STATIC,522,9.6838,-0.0404,116282
STATIC,523,9.7603,0.0360,116310
STATIC,524,9.7292,0.0048,116338
STATIC,525,9.7268,0.0024,116366
STATIC,526,9.7795,0.0548,116394
STATIC,527,9.7316,0.0069,116422
STATIC,528,9.7220,-0.0026,116450
STATIC,529,9.7460,0.0212,116482
STATIC,530,9.7173,-0.0075,116511
STATIC,531,9.7268,0.0021,116537
STATIC,532,9.7484,0.0235,116566
STATIC,533,9.7077,-0.0171,116593
STATIC,534,9.7125,-0.0123,116622
STATIC,535,9.7244,-0.0003,116648
STATIC,536,9.7436,0.0187,116678
STATIC,537,9.7603,0.0353,116704
STATIC,538,9.7173,-0.0077,116731
STATIC,539,9.7484,0.0233,116757
STATIC,540,9.7412,0.0160,116786
STATIC,541,9.7220,-0.0031,116838
STATIC,542,9.7053,-0.0198,116890
STATIC,543,9.7388,0.0137,116919
STATIC,544,9.7651,0.0398,116978
STATIC,545,9.7508,0.0253,117032
STATIC,546,9.7101,-0.0153,117084
STATIC,547,9.7316,0.0062,117113
STATIC,548,9.7531,0.0276,117165
STATIC,549,9.7173,-0.0082,117219
STATIC,550,9.7173,-0.0082,117248
STATIC,551,9.7053,-0.0201,117302
STATIC,552,9.7316,0.0062,117355
STATIC,553,9.6885,-0.0367,117384
STATIC,554,9.7173,-0.0079,117436
STATIC,555,9.7388,0.0136,117490
STATIC,556,9.7388,0.0135,117519
STATIC,557,9.7316,0.0063,117573
STATIC,558,9.6981,-0.0271,117625
STATIC,559,9.6455,-0.0793,117661
STATIC,560,9.7436,0.0187,117690
STATIC,561,9.7460,0.0210,117742
STATIC,562,9.6981,-0.0267,117772
STATIC,563,9.6694,-0.0552,117825
STATIC,564,9.7436,0.0189,117879
STATIC,565,9.6933,-0.0312,117908
STATIC,566,9.7436,0.0190,117966
STATIC,567,9.7125,-0.0121,118019
STATIC,568,9.7220,-0.0025,118048
STATIC,569,9.7699,0.0451,118075
STATIC,570,9.7316,0.0068,118104
STATIC,571,9.6790,-0.0456,118131
STATIC,572,9.7220,-0.0025,118160
STATIC,573,9.7316,0.0070,118187
STATIC,574,9.7029,-0.0216,118216
STATIC,575,9.7268,0.0023,118248
STATIC,576,9.7125,-0.0120,118276
STATIC,577,9.7316,0.0071,118304
STATIC,578,9.7292,0.0047,118332
STATIC,579,9.7340,0.0095,118360
STATIC,580,9.6957,-0.0287,118388
STATIC,581,9.7388,0.0143,118416
STATIC,582,9.7364,0.0119,118444
STATIC,583,9.7340,0.0094,118472
STATIC,584,9.7484,0.0237,118500
STATIC,585,9.7723,0.0474,118528
STATIC,586,9.6838,-0.0410,118557
STATIC,587,9.7484,0.0235,118584
STATIC,588,9.7173,-0.0076,118613
STATIC,589,9.7125,-0.0123,118641
STATIC,590,9.7388,0.0140,118672
STATIC,591,9.7388,0.0139,118702
STATIC,592,9.6981,-0.0266,118729
STATIC,593,9.7244,-0.0003,118758
STATIC,594,9.7364,0.0116,118785
STATIC,595,9.7029,-0.0218,118814
STATIC,596,9.6838,-0.0407,118841
STATIC,597,9.7292,0.0047,118870
STATIC,598,9.7196,-0.0049,118897
STATIC,599,9.7340,0.0095,118927
STATIC,600,9.7196,-0.0049,118980
STATIC,601,9.7340,0.0094,119009
STATIC,602,9.7196,-0.0049,119037
STATIC,603,9.7173,-0.0073,119065
STATIC,604,9.7603,0.0356,119093
STATIC,605,9.7484,0.0236,119124
STATIC,606,9.6909,-0.0337,119154
STATIC,607,9.7747,0.0498,119181
STATIC,608,9.7244,-0.0005,119210
STATIC,609,9.6885,-0.0362,119237
STATIC,610,9.7508,0.0259,119266
STATIC,611,9.7555,0.0306,119293
STATIC,612,9.7220,-0.0029,119322
STATIC,613,9.7340,0.0090,119349
STATIC,614,9.7173,-0.0077,119378
STATIC,615,9.7220,-0.0029,119405
STATIC,616,9.7675,0.0423,119434
STATIC,617,9.7005,-0.0245,119461
STATIC,618,9.7292,0.0041,119490
STATIC,619,9.7603,0.0351,119517
STATIC,620,9.7244,-0.0008,119546
STATIC,621,9.7460,0.0206,119578
STATIC,622,9.6981,-0.0271,119606
STATIC,623,9.7173,-0.0079,119634
STATIC,624,9.7149,-0.0103,119662
STATIC,625,9.6718,-0.0531,119690
STATIC,626,9.7196,-0.0052,119718
STATIC,627,9.7173,-0.0075,119745
STATIC,628,9.7053,-0.0194,119774
STATIC,629,9.6718,-0.0526,119802
STATIC,630,9.7364,0.0119,119830
STATIC,631,9.7196,-0.0048,119858
STATIC,632,9.7579,0.0333,119886
STATIC,633,9.6909,-0.0335,119914
STATIC,634,9.7244,-0.0000,119942
STATIC,635,9.7364,0.0119,119970
STATIC,636,9.7364,0.0118,120002
STATIC,637,9.7436,0.0189,120031
STATIC,638,9.6981,-0.0264,120058
STATIC,639,9.7125,-0.0120,120087
STATIC,640,9.7508,0.0261,120114
STATIC,641,9.6981,-0.0264,120143
STATIC,642,9.7244,-0.0001,120170
STATIC,643,9.6431,-0.0810,120199
STATIC,644,9.7053,-0.0187,120226
STATIC,645,9.7388,0.0147,120255
STATIC,646,9.6957,-0.0282,120282
STATIC,647,9.6718,-0.0519,120311
STATIC,648,9.6981,-0.0254,120338
STATIC,649,9.7340,0.0104,120367
STATIC,650,9.7531,0.0294,120394
STATIC,651,9.7579,0.0340,120427
STATIC,652,9.7531,0.0291,120455
STATIC,653,9.7125,-0.0115,120483
STATIC,654,9.7173,-0.0067,120511
STATIC,655,9.6981,-0.0257,120540
STATIC,656,9.7125,-0.0113,120567
STATIC,657,9.7220,-0.0017,120596
STATIC,658,9.7125,-0.0112,120624
STATIC,659,9.7244,0.0007,120652
STATIC,660,9.6814,-0.0421,120680
STATIC,661,9.6526,-0.0705,120708
STATIC,662,9.7651,0.0418,120735
STATIC,663,9.7388,0.0154,120763
STATIC,664,9.7364,0.0129,120791
STATIC,665,9.6885,-0.0348,120819
STATIC,666,9.7268,0.0035,120852
STATIC,667,9.7412,0.0178,120879
STATIC,668,9.7125,-0.0109,120908
STATIC,669,9.7555,0.0320,120935
STATIC,670,9.7125,-0.0110,120964
STATIC,671,9.7388,0.0152,120991
STATIC,672,9.7220,-0.0015,121020
STATIC,673,9.6981,-0.0253,121046
STATIC,674,9.7412,0.0177,121076
STATIC,675,9.7244,0.0009,121102
STATIC,676,9.7436,0.0200,121132
STATIC,677,9.7795,0.0556,121158
STATIC,678,9.7316,0.0077,121187
STATIC,679,9.7603,0.0362,121214
STATIC,680,9.7316,0.0075,121243
STATIC,681,9.7196,-0.0045,121270
STATIC,682,9.7077,-0.0164,121303
STATIC,683,9.7268,0.0028,121331
STATIC,684,9.7340,0.0099,121359
STATIC,685,9.7316,0.0075,121387
STATIC,686,9.7340,0.0098,121415
STATIC,687,9.7484,0.0240,121442
STATIC,688,9.7101,-0.0142,121470
STATIC,689,9.7627,0.0383,121498
STATIC,690,9.7603,0.0357,121526
STATIC,691,9.7460,0.0212,121554
STATIC,692,9.7220,-0.0027,121582
STATIC,693,9.7173,-0.0074,121610
STATIC,694,9.7244,-0.0002,121638
STATIC,695,9.7149,-0.0098,121666
STATIC,696,9.7579,0.0331,121694
STATIC,697,9.7340,0.0092,121727
STATIC,698,9.6718,-0.0528,121754
STATIC,699,9.7651,0.0403,121783
STATIC,700,9.7173,-0.0075,121809
STATIC,701,9.7077,-0.0170,121839
STATIC,702,9.7316,0.0069,121865
STATIC,703,9.7292,0.0045,121894
STATIC,704,9.7268,0.0021,121921
STATIC,705,9.7196,-0.0050,121950
STATIC,706,9.6909,-0.0336,121977
STATIC,707,9.7244,-0.0001,122006
STATIC,708,9.7316,0.0071,122033
STATIC,709,9.7531,0.0284,122062
STATIC,710,9.6909,-0.0336,122089
STATIC,711,9.7220,-0.0025,122118
STATIC,712,9.7388,0.0142,122150
STATIC,713,9.7077,-0.0168,122178
STATIC,714,9.7508,0.0261,122206
STATIC,715,9.7484,0.0236,122234
STATIC,716,9.6766,-0.0479,122262
STATIC,717,9.7268,0.0023,122290
STATIC,718,9.7460,0.0213,122317
STATIC,719,9.7292,0.0046,122345
STATIC,720,9.7340,0.0093,122373
STATIC,721,9.7579,0.0331,122401
STATIC,722,9.7268,0.0019,122429
STATIC,723,9.7005,-0.0243,122457
STATIC,724,9.7436,0.0187,122485
STATIC,725,9.7268,0.0020,122513
STATIC,726,9.6694,-0.0552,122541
STATIC,727,9.7340,0.0094,122569
STATIC,728,9.7340,0.0093,122602
STATIC,729,9.6790,-0.0455,122628
STATIC,730,9.7244,-0.0000,122658
STATIC,731,9.7316,0.0071,122684
STATIC,732,9.7244,-0.0001,122713
STATIC,733,9.6742,-0.0501,122740
STATIC,734,9.7125,-0.0117,122769
STATIC,735,9.7340,0.0098,122796
STATIC,736,9.7077,-0.0165,122825
STATIC,737,9.7053,-0.0188,122852
STATIC,738,9.7292,0.0051,122881
STATIC,739,9.7484,0.0242,122908
STATIC,740,9.7149,-0.0093,122937
STATIC,741,9.7651,0.0408,122964
STATIC,742,9.7196,-0.0047,122993
STATIC,743,9.7268,0.0025,123024
STATIC,744,9.7627,0.0382,123052
STATIC,745,9.7005,-0.0239,123080
STATIC,746,9.7292,0.0048,123108
STATIC,747,9.6957,-0.0286,123136
STATIC,748,9.6909,-0.0332,123164
STATIC,749,9.7053,-0.0187,123192
STATIC,750,9.7484,0.0242,123220
STATIC,751,9.7268,0.0027,123248
STATIC,752,9.7699,0.0455,123276
STATIC,753,9.7436,0.0191,123304
STATIC,754,9.7292,0.0047,123332
STATIC,755,9.7723,0.0475,123360
STATIC,756,9.7412,0.0163,123388
STATIC,757,9.7555,0.0306,123416
STATIC,758,9.7675,0.0423,123447
STATIC,759,9.7173,-0.0079,123476
STATIC,760,9.7412,0.0159,123503
STATIC,761,9.7149,-0.0103,123532
STATIC,762,9.7388,0.0135,123559
STATIC,763,9.7125,-0.0127,123588
STATIC,764,9.7364,0.0111,123615
STATIC,765,9.7555,0.0301,123644
STATIC,766,9.7173,-0.0081,123671
STATIC,767,9.7364,0.0110,123700
STATIC,768,9.7364,0.0109,123727
STATIC,769,9.7364,0.0109,123756
STATIC,770,9.6957,-0.0297,123782
STATIC,771,9.7531,0.0276,123812
STATIC,772,9.7460,0.0203,123838
STATIC,773,9.7173,-0.0083,123867
STATIC,774,9.7531,0.0274,123899
STATIC,775,9.7244,-0.0013,123927
STATIC,776,9.7125,-0.0132,123955
STATIC,777,9.8106,0.0845,123983
STATIC,778,9.7149,-0.0111,124011
STATIC,779,9.7149,-0.0111,124039
STATIC,780,9.7316,0.0056,124067
STATIC,781,9.7412,0.0151,124095
STATIC,782,9.7149,-0.0111,124123
STATIC,783,9.7460,0.0199,124151
STATIC,784,9.7244,-0.0017,124178
STATIC,785,9.7579,0.0317,124206
STATIC,786,9.7675,0.0410,124234
STATIC,787,9.7220,-0.0044,124262
STATIC,788,9.7029,-0.0234,124290
STATIC,789,9.7005,-0.0257,124323
STATIC,790,9.7053,-0.0208,124353
STATIC,791,9.7436,0.0174,124405
STATIC,792,9.7029,-0.0232,124434
STATIC,793,9.7627,0.0365,124484
STATIC,794,9.7244,-0.0018,124511
STATIC,795,9.7268,0.0006,124540
STATIC,796,9.7771,0.0506,124592
STATIC,797,9.7053,-0.0211,124618
STATIC,798,9.7555,0.0290,124646
STATIC,799,9.7173,-0.0092,124699
STATIC,800,9.7149,-0.0116,124726
STATIC,801,9.7436,0.0171,124754
STATIC,802,9.7220,-0.0045,124784
STATIC,803,9.7220,-0.0044,124815
STATIC,804,9.6957,-0.0306,124859
STATIC,805,9.7579,0.0315,124890
STATIC,806,9.7173,-0.0092,124923
STATIC,807,9.7436,0.0171,124953
STATIC,808,9.7244,-0.0021,124983
STATIC,809,9.7196,-0.0068,125013
STATIC,810,9.7388,0.0123,125044
STATIC,811,9.7340,0.0074,125101
STATIC,812,9.7196,-0.0069,125134
STATIC,813,9.7412,0.0146,125189
STATIC,814,9.7268,0.0002,125245
STATIC,815,9.7388,0.0121,125278
STATIC,816,9.7340,0.0073,125335
STATIC,817,9.6790,-0.0475,125392
STATIC,818,9.7220,-0.0044,125425
STATIC,819,9.7244,-0.0020,125486
STATIC,820,9.7173,-0.0091,125537
STATIC,821,9.7292,0.0028,125568
STATIC,822,9.7268,0.0004,125624
STATIC,823,9.6861,-0.0401,125680
STATIC,824,9.7675,0.0411,125712
STATIC,825,9.7268,0.0004,125767
STATIC,826,9.7364,0.0099,125821
STATIC,827,9.7125,-0.0139,125853
STATIC,828,9.7484,0.0219,125909
STATIC,829,9.6885,-0.0378,125965
STATIC,830,9.6861,-0.0400,125997
STATIC,831,9.7460,0.0198,126027
STATIC,832,9.7460,0.0197,126058
STATIC,833,9.6861,-0.0400,126113
STATIC,834,9.7531,0.0269,126168
STATIC,835,9.7460,0.0196,126205
STATIC,836,9.7149,-0.0114,126259
STATIC,837,9.7101,-0.0161,126315
STATIC,838,9.7077,-0.0184,126346
STATIC,839,9.7268,0.0007,126376
STATIC,840,9.6861,-0.0398,126408
STATIC,841,9.6526,-0.0729,126463
STATIC,842,9.7077,-0.0178,126493
STATIC,843,9.6861,-0.0391,126524
STATIC,844,9.6766,-0.0484,126554
STATIC,845,9.7292,0.0042,126584
STATIC,846,9.6790,-0.0458,126615
STATIC,847,9.7268,0.0020,126645
STATIC,848,9.7412,0.0163,126676
STATIC,849,9.6957,-0.0290,126706
STATIC,850,9.7292,0.0044,126740
STATIC,851,9.7268,0.0020,126772
STATIC,852,9.7220,-0.0027,126801
STATIC,853,9.7412,0.0163,126833
STATIC,854,9.7268,0.0020,126862
STATIC,855,9.7196,-0.0052,126894
STATIC,856,9.7555,0.0305,126923
STATIC,857,9.7244,-0.0006,126955
STATIC,858,9.7651,0.0399,126984
STATIC,859,9.7436,0.0183,127015
STATIC,860,9.7699,0.0444,127045
STATIC,861,9.6694,-0.0558,127076
STATIC,862,9.7149,-0.0103,127106
STATIC,863,9.7340,0.0088,127137
STATIC,864,9.7508,0.0254,127167
STATIC,865,9.7412,0.0158,127202
STATIC,866,9.7412,0.0157,127232
STATIC,867,9.7005,-0.0249,127263
STATIC,868,9.7436,0.0181,127293
STATIC,869,9.7364,0.0109,127324
STATIC,870,9.7268,0.0013,127356
STATIC,871,9.7101,-0.0154,127386
STATIC,872,9.7101,-0.0153,127417
STATIC,873,9.7101,-0.0152,127447
STATIC,874,9.7244,-0.0009,127478
STATIC,875,9.7364,0.0110,127508
STATIC,876,9.7173,-0.0081,127539
STATIC,877,9.7196,-0.0056,127569
STATIC,878,9.6646,-0.0604,127599
STATIC,879,9.7173,-0.0077,127630
STATIC,880,9.7484,0.0233,127660
STATIC,881,9.7388,0.0137,127695
STATIC,882,9.6981,-0.0269,127726
STATIC,883,9.7220,-0.0029,127755
STATIC,884,9.6909,-0.0339,127787
STATIC,885,9.7340,0.0092,127816
STATIC,886,9.7196,-0.0052,127848
STATIC,887,9.6718,-0.0528,127877
STATIC,888,9.7292,0.0046,127909
STATIC,889,9.7412,0.0165,127938
STATIC,890,9.7508,0.0260,127969
STATIC,891,9.7316,0.0068,127999
STATIC,892,9.7196,-0.0052,128030
STATIC,893,9.7196,-0.0051,128059
STATIC,894,9.7436,0.0187,128091
STATIC,895,9.7268,0.0019,128120
STATIC,896,9.7053,-0.0195,128156
STATIC,897,9.7890,0.0639,128186
STATIC,898,9.6933,-0.0316,128216
STATIC,899,9.7484,0.0233,128247
STATIC,900,9.7196,-0.0054,128277
STATIC,901,9.7340,0.0089,128308
STATIC,902,9.7364,0.0113,128338
STATIC,903,9.6957,-0.0293,128368
STATIC,904,9.7005,-0.0244,128399
STATIC,905,9.7460,0.0210,128429
STATIC,906,9.7388,0.0137,128459
STATIC,907,9.7316,0.0065,128490
STATIC,908,9.6598,-0.0649,128520
STATIC,909,9.7101,-0.0146,128550
STATIC,910,9.7508,0.0259,128581
STATIC,911,9.7244,-0.0004,128616
STATIC,912,9.7268,0.0020,128646
STATIC,913,9.7244,-0.0004,128677
STATIC,914,9.7196,-0.0051,128707
STATIC,915,9.7292,0.0044,128738
STATIC,916,9.7364,0.0115,128767
STATIC,917,9.7364,0.0115,128799
STATIC,918,9.7125,-0.0124,128828
STATIC,919,9.7125,-0.0123,128860
STATIC,920,9.7340,0.0092,128889
STATIC,921,9.7771,0.0520,128920
STATIC,922,9.7244,-0.0007,128950
STATIC,923,9.7364,0.0112,128981
STATIC,924,9.7196,-0.0055,129010
STATIC,925,9.7053,-0.0197,129042
STATIC,926,9.7603,0.0351,129076
STATIC,927,9.6981,-0.0270,129107
STATIC,928,9.7388,0.0136,129137
STATIC,929,9.7268,0.0017,129168
STATIC,930,9.7149,-0.0102,129198
STATIC,931,9.7292,0.0041,129229
STATIC,932,9.7531,0.0279,129259
STATIC,933,9.7196,-0.0056,129289
STATIC,934,9.7531,0.0278,129320
STATIC,935,9.7460,0.0205,129350
STATIC,936,9.7651,0.0394,129381
STATIC,937,9.6981,-0.0274,129411
STATIC,938,9.7244,-0.0011,129441
STATIC,939,9.7292,0.0037,129472
STATIC,940,9.7053,-0.0202,129502
STATIC,941,9.7484,0.0228,129532
STATIC,942,9.6838,-0.0416,129568
STATIC,943,9.7316,0.0062,129597
STATIC,944,9.7125,-0.0129,129628
STATIC,945,9.7508,0.0253,129658
STATIC,946,9.7460,0.0204,129689
STATIC,947,9.7603,0.0346,129718
STATIC,948,9.7388,0.0130,129750
STATIC,949,9.7531,0.0272,129779
STATIC,950,9.7292,0.0033,129810
STATIC,951,9.7412,0.0152,129839
STATIC,952,9.7101,-0.0159,129871
STATIC,953,9.7292,0.0033,129900
STATIC,954,9.7196,-0.0063,129932
STATIC,955,9.7268,0.0009,129961
STATIC,956,9.7268,0.0009,129992
STATIC,957,9.7508,0.0247,130026
STATIC,958,9.7412,0.0150,130057
STATIC,959,9.7149,-0.0112,130087
STATIC,960,9.7196,-0.0064,130117
STATIC,961,9.7268,0.0008,130148
STATIC,962,9.7412,0.0151,130178
STATIC,963,9.6909,-0.0350,130208
STATIC,964,9.7484,0.0223,130239
STATIC,965,9.7029,-0.0230,130269
STATIC,966,9.7173,-0.0086,130299
STATIC,967,9.6885,-0.0372,130330
STATIC,968,9.7077,-0.0179,130360
STATIC,969,9.7125,-0.0131,130390
STATIC,970,9.7173,-0.0083,130421
STATIC,971,9.7173,-0.0082,130451
STATIC,972,9.7125,-0.0129,130485
STATIC,973,9.7388,0.0133,130517
STATIC,974,9.7388,0.0132,130546
STATIC,975,9.7149,-0.0106,130577
STATIC,976,9.6981,-0.0272,130606
STATIC,977,9.7196,-0.0057,130638
# STATIC_MAX,0.0845,PASS
# SUMMARY
# FLAT,9.7180,PASS
# 45DEG,7.0585,PASS
# FILTER,0.0845,PASS
# OVERALL,PASS
